Subject,Condition,NoiseType,Set,File,Score
GO03IO21,orig,Schallplatte,2,1,100
GO03IO21,gauss,Schallplatte,2,1,12
GO03IO21,synth,Schallplatte,2,1,100
GO03IO21,synsmall,Schallplatte,2,1,51
GO03IO21,orig,Schallplatte,2,2,24
GO03IO21,gauss,Schallplatte,2,2,27
GO03IO21,synth,Schallplatte,2,2,27
GO03IO21,synsmall,Schallplatte,2,2,15
GO03IO21,orig,Schallplatte,2,3,0
GO03IO21,gauss,Schallplatte,2,3,0
GO03IO21,synth,Schallplatte,2,3,27
GO03IO21,synsmall,Schallplatte,2,3,39
GO03IO21,white,Schallplatte,2,1,7
IK06NK06,orig,Applaus,1,1,100
IK06NK06,gauss,Applaus,1,1,0
IK06NK06,synth,Applaus,1,1,68
IK06NK06,synsmall,Applaus,1,1,48
IK06NK06,orig,Applaus,1,2,100
IK06NK06,gauss,Applaus,1,2,0
IK06NK06,synth,Applaus,1,2,65
IK06NK06,synsmall,Applaus,1,2,56
IK06NK06,orig,Applaus,1,3,100
IK06NK06,gauss,Applaus,1,3,0
IK06NK06,synth,Applaus,1,3,63
IK06NK06,synsmall,Applaus,1,3,73
IK06NK06,white,Applaus,1,1,0
IK06NK06,orig,Applaus,2,1,100
IK06NK06,gauss,Applaus,2,1,0
IK06NK06,synth,Applaus,2,1,83
IK06NK06,synsmall,Applaus,2,1,47
IK06NK06,orig,Applaus,2,2,100
IK06NK06,gauss,Applaus,2,2,0
IK06NK06,synth,Applaus,2,2,87
IK06NK06,synsmall,Applaus,2,2,46
IK06NK06,orig,Applaus,2,3,100
IK06NK06,gauss,Applaus,2,3,0
IK06NK06,synth,Applaus,2,3,70
IK06NK06,synsmall,Applaus,2,3,66
IK06NK06,white,Applaus,2,1,0
IK06NK06,orig,Filmton,1,1,100
IK06NK06,gauss,Filmton,1,1,32
IK06NK06,synth,Filmton,1,1,100
IK06NK06,synsmall,Filmton,1,1,85
IK06NK06,orig,Filmton,1,2,100
IK06NK06,gauss,Filmton,1,2,48
IK06NK06,synth,Filmton,1,2,65
IK06NK06,synsmall,Filmton,1,2,85
IK06NK06,orig,Filmton,1,3,100
IK06NK06,gauss,Filmton,1,3,39
IK06NK06,synth,Filmton,1,3,100
IK06NK06,synsmall,Filmton,1,3,100
IK06NK06,white,Filmton,1,1,0
IK06NK06,orig,Filmton,2,1,94
IK06NK06,gauss,Filmton,2,1,37
IK06NK06,synth,Filmton,2,1,82
IK06NK06,synsmall,Filmton,2,1,66
IK06NK06,orig,Filmton,2,2,100
IK06NK06,gauss,Filmton,2,2,22
IK06NK06,synth,Filmton,2,2,100
IK06NK06,synsmall,Filmton,2,2,99
IK06NK06,orig,Filmton,2,3,100
IK06NK06,gauss,Filmton,2,3,27
IK06NK06,synth,Filmton,2,3,100
IK06NK06,synsmall,Filmton,2,3,78
IK06NK06,white,Filmton,2,1,0
IK06NK06,orig,Kassette,1,1,91
IK06NK06,gauss,Kassette,1,1,83
IK06NK06,synth,Kassette,1,1,90
IK06NK06,synsmall,Kassette,1,1,20
IK06NK06,orig,Kassette,1,2,98
IK06NK06,gauss,Kassette,1,2,37
IK06NK06,synth,Kassette,1,2,79
IK06NK06,synsmall,Kassette,1,2,64
IK06NK06,orig,Kassette,1,3,96
IK06NK06,gauss,Kassette,1,3,87
IK06NK06,synth,Kassette,1,3,89
IK06NK06,synsmall,Kassette,1,3,50
IK06NK06,white,Kassette,1,1,78
IK06NK06,orig,Kassette,2,1,65
IK06NK06,gauss,Kassette,2,1,0
IK06NK06,synth,Kassette,2,1,43
IK06NK06,synsmall,Kassette,2,1,76
IK06NK06,orig,Kassette,2,2,92
IK06NK06,gauss,Kassette,2,2,59
IK06NK06,synth,Kassette,2,2,82
IK06NK06,synsmall,Kassette,2,2,90
IK06NK06,orig,Kassette,2,3,94
IK06NK06,gauss,Kassette,2,3,73
IK06NK06,synth,Kassette,2,3,90
IK06NK06,synsmall,Kassette,2,3,81
IK06NK06,white,Kassette,2,1,0
IK06NK06,orig,Regen,1,1,100
IK06NK06,gauss,Regen,1,1,31
IK06NK06,synth,Regen,1,1,99
IK06NK06,synsmall,Regen,1,1,84
IK06NK06,orig,Regen,1,2,100
IK06NK06,gauss,Regen,1,2,62
IK06NK06,synth,Regen,1,2,84
IK06NK06,synsmall,Regen,1,2,95
IK06NK06,orig,Regen,1,3,100
IK06NK06,gauss,Regen,1,3,26
IK06NK06,synth,Regen,1,3,100
IK06NK06,synsmall,Regen,1,3,99
IK06NK06,white,Regen,1,1,45
IK06NK06,orig,Regen,2,1,100
IK06NK06,gauss,Regen,2,1,0
IK06NK06,synth,Regen,2,1,26
IK06NK06,synsmall,Regen,2,1,78
IK06NK06,orig,Regen,2,2,100
IK06NK06,gauss,Regen,2,2,22
IK06NK06,synth,Regen,2,2,82
IK06NK06,synsmall,Regen,2,2,84
IK06NK06,orig,Regen,2,3,100
IK06NK06,gauss,Regen,2,3,28
IK06NK06,synth,Regen,2,3,86
IK06NK06,synsmall,Regen,2,3,43
IK06NK06,white,Regen,2,1,50
IK06NK06,orig,Schallplatte,1,1,100
IK06NK06,gauss,Schallplatte,1,1,0
IK06NK06,synth,Schallplatte,1,1,87
IK06NK06,synsmall,Schallplatte,1,1,83
IK06NK06,orig,Schallplatte,1,2,92
IK06NK06,gauss,Schallplatte,1,2,0
IK06NK06,synth,Schallplatte,1,2,100
IK06NK06,synsmall,Schallplatte,1,2,100
IK06NK06,orig,Schallplatte,1,3,100
IK06NK06,gauss,Schallplatte,1,3,44
IK06NK06,synth,Schallplatte,1,3,99
IK06NK06,synsmall,Schallplatte,1,3,84
IK06NK06,white,Schallplatte,1,1,0
IK06NK06,orig,Schallplatte,2,1,100
IK06NK06,gauss,Schallplatte,2,1,0
IK06NK06,synth,Schallplatte,2,1,100
IK06NK06,synsmall,Schallplatte,2,1,90
IK06NK06,orig,Schallplatte,2,2,100
IK06NK06,gauss,Schallplatte,2,2,0
IK06NK06,synth,Schallplatte,2,2,70
IK06NK06,synsmall,Schallplatte,2,2,86
IK06NK06,orig,Schallplatte,2,3,1
IK06NK06,gauss,Schallplatte,2,3,0
IK06NK06,synth,Schallplatte,2,3,0
IK06NK06,synsmall,Schallplatte,2,3,72
IK06NK06,white,Schallplatte,2,1,0
KE07IM08,orig,Applaus,1,1,100
KE07IM08,gauss,Applaus,1,1,0
KE07IM08,synth,Applaus,1,1,26
KE07IM08,synsmall,Applaus,1,1,22
KE07IM08,orig,Applaus,1,2,39
KE07IM08,gauss,Applaus,1,2,9
KE07IM08,synth,Applaus,1,2,22
KE07IM08,synsmall,Applaus,1,2,0
KE07IM08,orig,Applaus,1,3,47
KE07IM08,gauss,Applaus,1,3,14
KE07IM08,synth,Applaus,1,3,10
KE07IM08,synsmall,Applaus,1,3,9
KE07IM08,white,Applaus,1,1,0
KE07IM08,orig,Applaus,2,1,100
KE07IM08,gauss,Applaus,2,1,0
KE07IM08,synth,Applaus,2,1,37
KE07IM08,synsmall,Applaus,2,1,21
KE07IM08,orig,Applaus,2,2,100
KE07IM08,gauss,Applaus,2,2,2
KE07IM08,synth,Applaus,2,2,14
KE07IM08,synsmall,Applaus,2,2,32
KE07IM08,orig,Applaus,2,3,100
KE07IM08,gauss,Applaus,2,3,0
KE07IM08,synth,Applaus,2,3,33
KE07IM08,synsmall,Applaus,2,3,22
KE07IM08,white,Applaus,2,1,0
KE07IM08,orig,Filmton,1,1,54
KE07IM08,gauss,Filmton,1,1,26
KE07IM08,synth,Filmton,1,1,40
KE07IM08,synsmall,Filmton,1,1,37
KE07IM08,orig,Filmton,1,2,100
KE07IM08,gauss,Filmton,1,2,0
KE07IM08,synth,Filmton,1,2,70
KE07IM08,synsmall,Filmton,1,2,42
KE07IM08,orig,Filmton,1,3,23
KE07IM08,gauss,Filmton,1,3,15
KE07IM08,synth,Filmton,1,3,23
KE07IM08,synsmall,Filmton,1,3,13
KE07IM08,white,Filmton,1,1,16
KE07IM08,orig,Filmton,2,1,16
KE07IM08,gauss,Filmton,2,1,0
KE07IM08,synth,Filmton,2,1,0
KE07IM08,synsmall,Filmton,2,1,0
KE07IM08,orig,Filmton,2,2,37
KE07IM08,gauss,Filmton,2,2,0
KE07IM08,synth,Filmton,2,2,0
KE07IM08,synsmall,Filmton,2,2,34
KE07IM08,orig,Filmton,2,3,22
KE07IM08,gauss,Filmton,2,3,0
KE07IM08,synth,Filmton,2,3,0
KE07IM08,synsmall,Filmton,2,3,0
KE07IM08,white,Filmton,2,1,11
KE07IM08,orig,Kassette,1,1,100
KE07IM08,gauss,Kassette,1,1,91
KE07IM08,synth,Kassette,1,1,100
KE07IM08,synsmall,Kassette,1,1,88
KE07IM08,orig,Kassette,1,2,93
KE07IM08,gauss,Kassette,1,2,62
KE07IM08,synth,Kassette,1,2,93
KE07IM08,synsmall,Kassette,1,2,92
KE07IM08,orig,Kassette,1,3,76
KE07IM08,gauss,Kassette,1,3,96
KE07IM08,synth,Kassette,1,3,85
KE07IM08,synsmall,Kassette,1,3,72
KE07IM08,white,Kassette,1,1,73
KE07IM08,orig,Kassette,2,1,100
KE07IM08,gauss,Kassette,2,1,18
KE07IM08,synth,Kassette,2,1,0
KE07IM08,synsmall,Kassette,2,1,47
KE07IM08,orig,Kassette,2,2,85
KE07IM08,gauss,Kassette,2,2,89
KE07IM08,synth,Kassette,2,2,84
KE07IM08,synsmall,Kassette,2,2,87
KE07IM08,orig,Kassette,2,3,100
KE07IM08,gauss,Kassette,2,3,28
KE07IM08,synth,Kassette,2,3,90
KE07IM08,synsmall,Kassette,2,3,65
KE07IM08,white,Kassette,2,1,62
KE07IM08,orig,Regen,1,1,100
KE07IM08,gauss,Regen,1,1,0
KE07IM08,synth,Regen,1,1,26
KE07IM08,synsmall,Regen,1,1,8
KE07IM08,orig,Regen,1,2,62
KE07IM08,gauss,Regen,1,2,0
KE07IM08,synth,Regen,1,2,4
KE07IM08,synsmall,Regen,1,2,4
KE07IM08,orig,Regen,1,3,80
KE07IM08,gauss,Regen,1,3,6
KE07IM08,synth,Regen,1,3,13
KE07IM08,synsmall,Regen,1,3,26
KE07IM08,white,Regen,1,1,11
KE07IM08,orig,Regen,2,1,26
KE07IM08,gauss,Regen,2,1,0
KE07IM08,synth,Regen,2,1,0
KE07IM08,synsmall,Regen,2,1,6
KE07IM08,orig,Regen,2,2,100
KE07IM08,gauss,Regen,2,2,0
KE07IM08,synth,Regen,2,2,2
KE07IM08,synsmall,Regen,2,2,20
KE07IM08,orig,Regen,2,3,66
KE07IM08,gauss,Regen,2,3,0
KE07IM08,synth,Regen,2,3,13
KE07IM08,synsmall,Regen,2,3,23
KE07IM08,white,Regen,2,1,0
KE07IM08,orig,Schallplatte,1,1,100
KE07IM08,gauss,Schallplatte,1,1,0
KE07IM08,synth,Schallplatte,1,1,41
KE07IM08,synsmall,Schallplatte,1,1,0
KE07IM08,orig,Schallplatte,1,2,18
KE07IM08,gauss,Schallplatte,1,2,0
KE07IM08,synth,Schallplatte,1,2,63
KE07IM08,synsmall,Schallplatte,1,2,32
KE07IM08,orig,Schallplatte,1,3,91
KE07IM08,gauss,Schallplatte,1,3,0
KE07IM08,synth,Schallplatte,1,3,12
KE07IM08,synsmall,Schallplatte,1,3,27
KE07IM08,white,Schallplatte,1,1,0
KE07IM08,orig,Schallplatte,2,1,100
KE07IM08,gauss,Schallplatte,2,1,0
KE07IM08,synth,Schallplatte,2,1,100
KE07IM08,synsmall,Schallplatte,2,1,100
KE07IM08,orig,Schallplatte,2,2,26
KE07IM08,gauss,Schallplatte,2,2,0
KE07IM08,synth,Schallplatte,2,2,0
KE07IM08,synsmall,Schallplatte,2,2,9
KE07IM08,orig,Schallplatte,2,3,0
KE07IM08,gauss,Schallplatte,2,3,0
KE07IM08,synth,Schallplatte,2,3,0
KE07IM08,synsmall,Schallplatte,2,3,0
KE07IM08,white,Schallplatte,2,1,0
LM06US12,orig,Applaus,1,1,19
LM06US12,gauss,Applaus,1,1,0
LM06US12,synth,Applaus,1,1,0
LM06US12,synsmall,Applaus,1,1,0
LM06US12,orig,Applaus,1,2,0
LM06US12,gauss,Applaus,1,2,0
LM06US12,synth,Applaus,1,2,0
LM06US12,synsmall,Applaus,1,2,0
LM06US12,orig,Applaus,1,3,0
LM06US12,gauss,Applaus,1,3,0
LM06US12,synth,Applaus,1,3,0
LM06US12,synsmall,Applaus,1,3,0
LM06US12,white,Applaus,1,1,0
LM06US12,orig,Applaus,2,1,47
LM06US12,gauss,Applaus,2,1,0
LM06US12,synth,Applaus,2,1,0
LM06US12,synsmall,Applaus,2,1,0
LM06US12,orig,Applaus,2,2,17
LM06US12,gauss,Applaus,2,2,0
LM06US12,synth,Applaus,2,2,0
LM06US12,synsmall,Applaus,2,2,0
LM06US12,orig,Applaus,2,3,77
LM06US12,gauss,Applaus,2,3,0
LM06US12,synth,Applaus,2,3,0
LM06US12,synsmall,Applaus,2,3,0
LM06US12,white,Applaus,2,1,0
LM06US12,orig,Filmton,1,1,0
LM06US12,gauss,Filmton,1,1,0
LM06US12,synth,Filmton,1,1,0
LM06US12,synsmall,Filmton,1,1,0
LM06US12,orig,Filmton,1,2,40
LM06US12,gauss,Filmton,1,2,0
LM06US12,synth,Filmton,1,2,0
LM06US12,synsmall,Filmton,1,2,0
LM06US12,orig,Filmton,1,3,21
LM06US12,gauss,Filmton,1,3,0
LM06US12,synth,Filmton,1,3,20
LM06US12,synsmall,Filmton,1,3,0
LM06US12,white,Filmton,1,1,0
LM06US12,orig,Filmton,2,1,0
LM06US12,gauss,Filmton,2,1,0
LM06US12,synth,Filmton,2,1,0
LM06US12,synsmall,Filmton,2,1,0
LM06US12,orig,Filmton,2,2,0
LM06US12,gauss,Filmton,2,2,0
LM06US12,synth,Filmton,2,2,0
LM06US12,synsmall,Filmton,2,2,0
LM06US12,orig,Filmton,2,3,0
LM06US12,gauss,Filmton,2,3,0
LM06US12,synth,Filmton,2,3,0
LM06US12,synsmall,Filmton,2,3,0
LM06US12,white,Filmton,2,1,0
LM06US12,orig,Kassette,1,1,26
LM06US12,gauss,Kassette,1,1,0
LM06US12,synth,Kassette,1,1,0
LM06US12,synsmall,Kassette,1,1,0
LM06US12,orig,Kassette,1,2,22
LM06US12,gauss,Kassette,1,2,0
LM06US12,synth,Kassette,1,2,0
LM06US12,synsmall,Kassette,1,2,0
LM06US12,orig,Kassette,1,3,0
LM06US12,gauss,Kassette,1,3,0
LM06US12,synth,Kassette,1,3,0
LM06US12,synsmall,Kassette,1,3,0
LM06US12,white,Kassette,1,1,0
LM06US12,orig,Kassette,2,1,47
LM06US12,gauss,Kassette,2,1,0
LM06US12,synth,Kassette,2,1,0
LM06US12,synsmall,Kassette,2,1,0
LM06US12,orig,Kassette,2,2,46
LM06US12,gauss,Kassette,2,2,0
LM06US12,synth,Kassette,2,2,39
LM06US12,synsmall,Kassette,2,2,0
LM06US12,orig,Kassette,2,3,0
LM06US12,gauss,Kassette,2,3,0
LM06US12,synth,Kassette,2,3,0
LM06US12,synsmall,Kassette,2,3,0
LM06US12,white,Kassette,2,1,26
LM06US12,orig,Regen,1,1,68
LM06US12,gauss,Regen,1,1,0
LM06US12,synth,Regen,1,1,0
LM06US12,synsmall,Regen,1,1,0
LM06US12,orig,Regen,1,2,22
LM06US12,gauss,Regen,1,2,0
LM06US12,synth,Regen,1,2,0
LM06US12,synsmall,Regen,1,2,0
LM06US12,orig,Regen,1,3,23
LM06US12,gauss,Regen,1,3,0
LM06US12,synth,Regen,1,3,0
LM06US12,synsmall,Regen,1,3,0
LM06US12,white,Regen,1,1,0
LM06US12,orig,Regen,2,1,10
LM06US12,gauss,Regen,2,1,0
LM06US12,synth,Regen,2,1,0
LM06US12,synsmall,Regen,2,1,0
LM06US12,orig,Regen,2,2,76
LM06US12,gauss,Regen,2,2,0
LM06US12,synth,Regen,2,2,0
LM06US12,synsmall,Regen,2,2,0
LM06US12,orig,Regen,2,3,0
LM06US12,gauss,Regen,2,3,0
LM06US12,synth,Regen,2,3,0
LM06US12,synsmall,Regen,2,3,0
LM06US12,white,Regen,2,1,0
LM06US12,orig,Schallplatte,1,1,79
LM06US12,gauss,Schallplatte,1,1,0
LM06US12,synth,Schallplatte,1,1,0
LM06US12,synsmall,Schallplatte,1,1,0
LM06US12,orig,Schallplatte,1,2,0
LM06US12,gauss,Schallplatte,1,2,0
LM06US12,synth,Schallplatte,1,2,0
LM06US12,synsmall,Schallplatte,1,2,0
LM06US12,orig,Schallplatte,1,3,6
LM06US12,gauss,Schallplatte,1,3,0
LM06US12,synth,Schallplatte,1,3,0
LM06US12,synsmall,Schallplatte,1,3,0
LM06US12,white,Schallplatte,1,1,0
LM06US12,orig,Schallplatte,2,1,50
LM06US12,gauss,Schallplatte,2,1,0
LM06US12,synth,Schallplatte,2,1,16
LM06US12,synsmall,Schallplatte,2,1,0
LM06US12,orig,Schallplatte,2,2,0
LM06US12,gauss,Schallplatte,2,2,0
LM06US12,synth,Schallplatte,2,2,0
LM06US12,synsmall,Schallplatte,2,2,0
LM06US12,orig,Schallplatte,2,3,0
LM06US12,gauss,Schallplatte,2,3,0
LM06US12,synth,Schallplatte,2,3,0
LM06US12,synsmall,Schallplatte,2,3,0
LM06US12,white,Schallplatte,2,1,0
RG07EN06,orig,Applaus,1,1,58
RG07EN06,gauss,Applaus,1,1,23
RG07EN06,synth,Applaus,1,1,16
RG07EN06,synsmall,Applaus,1,1,9
RG07EN06,orig,Applaus,1,2,81
RG07EN06,gauss,Applaus,1,2,59
RG07EN06,synth,Applaus,1,2,34
RG07EN06,synsmall,Applaus,1,2,12
RG07EN06,orig,Applaus,1,3,67
RG07EN06,gauss,Applaus,1,3,45
RG07EN06,synth,Applaus,1,3,49
RG07EN06,synsmall,Applaus,1,3,8
RG07EN06,white,Applaus,1,1,1
RG07EN06,orig,Applaus,2,1,67
RG07EN06,gauss,Applaus,2,1,4
RG07EN06,synth,Applaus,2,1,7
RG07EN06,synsmall,Applaus,2,1,22
RG07EN06,orig,Applaus,2,2,40
RG07EN06,gauss,Applaus,2,2,23
RG07EN06,synth,Applaus,2,2,15
RG07EN06,synsmall,Applaus,2,2,21
RG07EN06,orig,Applaus,2,3,58
RG07EN06,gauss,Applaus,2,3,25
RG07EN06,synth,Applaus,2,3,19
RG07EN06,synsmall,Applaus,2,3,17
RG07EN06,white,Applaus,2,1,1
RG07EN06,orig,Filmton,1,1,18
RG07EN06,gauss,Filmton,1,1,9
RG07EN06,synth,Filmton,1,1,43
RG07EN06,synsmall,Filmton,1,1,42
RG07EN06,orig,Filmton,1,2,68
RG07EN06,gauss,Filmton,1,2,5
RG07EN06,synth,Filmton,1,2,31
RG07EN06,synsmall,Filmton,1,2,44
RG07EN06,orig,Filmton,1,3,69
RG07EN06,gauss,Filmton,1,3,1
RG07EN06,synth,Filmton,1,3,37
RG07EN06,synsmall,Filmton,1,3,54
RG07EN06,white,Filmton,1,1,1
RG07EN06,orig,Filmton,2,1,26
RG07EN06,gauss,Filmton,2,1,13
RG07EN06,synth,Filmton,2,1,5
RG07EN06,synsmall,Filmton,2,1,4
RG07EN06,orig,Filmton,2,2,58
RG07EN06,gauss,Filmton,2,2,33
RG07EN06,synth,Filmton,2,2,38
RG07EN06,synsmall,Filmton,2,2,4
RG07EN06,orig,Filmton,2,3,11
RG07EN06,gauss,Filmton,2,3,25
RG07EN06,synth,Filmton,2,3,60
RG07EN06,synsmall,Filmton,2,3,1
RG07EN06,white,Filmton,2,1,8
RG07EN06,orig,Kassette,1,1,25
RG07EN06,gauss,Kassette,1,1,40
RG07EN06,synth,Kassette,1,1,5
RG07EN06,synsmall,Kassette,1,1,1
RG07EN06,orig,Kassette,1,2,12
RG07EN06,gauss,Kassette,1,2,6
RG07EN06,synth,Kassette,1,2,2
RG07EN06,synsmall,Kassette,1,2,3
RG07EN06,orig,Kassette,1,3,5
RG07EN06,gauss,Kassette,1,3,52
RG07EN06,synth,Kassette,1,3,7
RG07EN06,synsmall,Kassette,1,3,3
RG07EN06,white,Kassette,1,1,2
RG07EN06,orig,Kassette,2,1,20
RG07EN06,gauss,Kassette,2,1,20
RG07EN06,synth,Kassette,2,1,6
RG07EN06,synsmall,Kassette,2,1,13
RG07EN06,orig,Kassette,2,2,15
RG07EN06,gauss,Kassette,2,2,18
RG07EN06,synth,Kassette,2,2,2
RG07EN06,synsmall,Kassette,2,2,1
RG07EN06,orig,Kassette,2,3,6
RG07EN06,gauss,Kassette,2,3,22
RG07EN06,synth,Kassette,2,3,1
RG07EN06,synsmall,Kassette,2,3,3
RG07EN06,white,Kassette,2,1,11
RG07EN06,orig,Regen,1,1,69
RG07EN06,gauss,Regen,1,1,32
RG07EN06,synth,Regen,1,1,6
RG07EN06,synsmall,Regen,1,1,7
RG07EN06,orig,Regen,1,2,1
RG07EN06,gauss,Regen,1,2,3
RG07EN06,synth,Regen,1,2,18
RG07EN06,synsmall,Regen,1,2,22
RG07EN06,orig,Regen,1,3,60
RG07EN06,gauss,Regen,1,3,8
RG07EN06,synth,Regen,1,3,19
RG07EN06,synsmall,Regen,1,3,29
RG07EN06,white,Regen,1,1,36
RG07EN06,orig,Regen,2,1,17
RG07EN06,gauss,Regen,2,1,5
RG07EN06,synth,Regen,2,1,13
RG07EN06,synsmall,Regen,2,1,4
RG07EN06,orig,Regen,2,2,30
RG07EN06,gauss,Regen,2,2,2
RG07EN06,synth,Regen,2,2,21
RG07EN06,synsmall,Regen,2,2,5
RG07EN06,orig,Regen,2,3,24
RG07EN06,gauss,Regen,2,3,42
RG07EN06,synth,Regen,2,3,46
RG07EN06,synsmall,Regen,2,3,8
RG07EN06,white,Regen,2,1,16
RG07EN06,orig,Schallplatte,1,1,29
RG07EN06,gauss,Schallplatte,1,1,2
RG07EN06,synth,Schallplatte,1,1,31
RG07EN06,synsmall,Schallplatte,1,1,34
RG07EN06,orig,Schallplatte,1,2,38
RG07EN06,gauss,Schallplatte,1,2,11
RG07EN06,synth,Schallplatte,1,2,55
RG07EN06,synsmall,Schallplatte,1,2,20
RG07EN06,orig,Schallplatte,1,3,70
RG07EN06,gauss,Schallplatte,1,3,22
RG07EN06,synth,Schallplatte,1,3,30
RG07EN06,synsmall,Schallplatte,1,3,42
RG07EN06,white,Schallplatte,1,1,1
RG07EN06,orig,Schallplatte,2,1,52
RG07EN06,gauss,Schallplatte,2,1,7
RG07EN06,synth,Schallplatte,2,1,83
RG07EN06,synsmall,Schallplatte,2,1,83
RG07EN06,orig,Schallplatte,2,2,46
RG07EN06,gauss,Schallplatte,2,2,20
RG07EN06,synth,Schallplatte,2,2,50
RG07EN06,synsmall,Schallplatte,2,2,8
RG07EN06,orig,Schallplatte,2,3,1
RG07EN06,gauss,Schallplatte,2,3,1
RG07EN06,synth,Schallplatte,2,3,13
RG07EN06,synsmall,Schallplatte,2,3,15
RG07EN06,white,Schallplatte,2,1,5
RR08RL10,orig,Applaus,1,1,85
RR08RL10,gauss,Applaus,1,1,3
RR08RL10,synth,Applaus,1,1,50
RR08RL10,synsmall,Applaus,1,1,41
RR08RL10,orig,Applaus,1,2,68
RR08RL10,gauss,Applaus,1,2,5
RR08RL10,synth,Applaus,1,2,65
RR08RL10,synsmall,Applaus,1,2,40
RR08RL10,orig,Applaus,1,3,100
RR08RL10,gauss,Applaus,1,3,21
RR08RL10,synth,Applaus,1,3,57
RR08RL10,synsmall,Applaus,1,3,39
RR08RL10,white,Applaus,1,1,0
RR08RL10,orig,Applaus,2,1,94
RR08RL10,gauss,Applaus,2,1,1
RR08RL10,synth,Applaus,2,1,14
RR08RL10,synsmall,Applaus,2,1,81
RR08RL10,orig,Applaus,2,2,22
RR08RL10,gauss,Applaus,2,2,1
RR08RL10,synth,Applaus,2,2,49
RR08RL10,synsmall,Applaus,2,2,83
RR08RL10,orig,Applaus,2,3,100
RR08RL10,gauss,Applaus,2,3,3
RR08RL10,synth,Applaus,2,3,7
RR08RL10,synsmall,Applaus,2,3,37
RR08RL10,white,Applaus,2,1,0
RR08RL10,orig,Filmton,1,1,35
RR08RL10,gauss,Filmton,1,1,0
RR08RL10,synth,Filmton,1,1,25
RR08RL10,synsmall,Filmton,1,1,36
RR08RL10,orig,Filmton,1,2,100
RR08RL10,gauss,Filmton,1,2,0
RR08RL10,synth,Filmton,1,2,55
RR08RL10,synsmall,Filmton,1,2,18
RR08RL10,orig,Filmton,1,3,86
RR08RL10,gauss,Filmton,1,3,10
RR08RL10,synth,Filmton,1,3,33
RR08RL10,synsmall,Filmton,1,3,76
RR08RL10,white,Filmton,1,1,0
RR08RL10,orig,Filmton,2,1,7
RR08RL10,gauss,Filmton,2,1,17
RR08RL10,synth,Filmton,2,1,100
RR08RL10,synsmall,Filmton,2,1,1
RR08RL10,orig,Filmton,2,2,39
RR08RL10,gauss,Filmton,2,2,56
RR08RL10,synth,Filmton,2,2,82
RR08RL10,synsmall,Filmton,2,2,6
RR08RL10,orig,Filmton,2,3,33
RR08RL10,gauss,Filmton,2,3,42
RR08RL10,synth,Filmton,2,3,7
RR08RL10,synsmall,Filmton,2,3,28
RR08RL10,white,Filmton,2,1,0
RR08RL10,orig,Kassette,1,1,96
RR08RL10,gauss,Kassette,1,1,63
RR08RL10,synth,Kassette,1,1,61
RR08RL10,synsmall,Kassette,1,1,78
RR08RL10,orig,Kassette,1,2,88
RR08RL10,gauss,Kassette,1,2,1
RR08RL10,synth,Kassette,1,2,20
RR08RL10,synsmall,Kassette,1,2,6
RR08RL10,orig,Kassette,1,3,93
RR08RL10,gauss,Kassette,1,3,5
RR08RL10,synth,Kassette,1,3,54
RR08RL10,synsmall,Kassette,1,3,32
RR08RL10,white,Kassette,1,1,5
RR08RL10,orig,Kassette,2,1,100
RR08RL10,gauss,Kassette,2,1,1
RR08RL10,synth,Kassette,2,1,84
RR08RL10,synsmall,Kassette,2,1,47
RR08RL10,orig,Kassette,2,2,35
RR08RL10,gauss,Kassette,2,2,67
RR08RL10,synth,Kassette,2,2,25
RR08RL10,synsmall,Kassette,2,2,30
RR08RL10,orig,Kassette,2,3,79
RR08RL10,gauss,Kassette,2,3,14
RR08RL10,synth,Kassette,2,3,20
RR08RL10,synsmall,Kassette,2,3,48
RR08RL10,white,Kassette,2,1,0
RR08RL10,orig,Regen,1,1,100
RR08RL10,gauss,Regen,1,1,11
RR08RL10,synth,Regen,1,1,97
RR08RL10,synsmall,Regen,1,1,65
RR08RL10,orig,Regen,1,2,25
RR08RL10,gauss,Regen,1,2,15
RR08RL10,synth,Regen,1,2,19
RR08RL10,synsmall,Regen,1,2,10
RR08RL10,orig,Regen,1,3,100
RR08RL10,gauss,Regen,1,3,7
RR08RL10,synth,Regen,1,3,70
RR08RL10,synsmall,Regen,1,3,62
RR08RL10,white,Regen,1,1,1
RR08RL10,orig,Regen,2,1,75
RR08RL10,gauss,Regen,2,1,0
RR08RL10,synth,Regen,2,1,17
RR08RL10,synsmall,Regen,2,1,59
RR08RL10,orig,Regen,2,2,100
RR08RL10,gauss,Regen,2,2,2
RR08RL10,synth,Regen,2,2,37
RR08RL10,synsmall,Regen,2,2,96
RR08RL10,orig,Regen,2,3,92
RR08RL10,gauss,Regen,2,3,14
RR08RL10,synth,Regen,2,3,98
RR08RL10,synsmall,Regen,2,3,74
RR08RL10,white,Regen,2,1,0
RR08RL10,orig,Schallplatte,1,1,41
RR08RL10,gauss,Schallplatte,1,1,0
RR08RL10,synth,Schallplatte,1,1,68
RR08RL10,synsmall,Schallplatte,1,1,38
RR08RL10,orig,Schallplatte,1,2,1
RR08RL10,gauss,Schallplatte,1,2,0
RR08RL10,synth,Schallplatte,1,2,93
RR08RL10,synsmall,Schallplatte,1,2,46
RR08RL10,orig,Schallplatte,1,3,100
